dataset,cv,k_label,k,dist,evaluator,n_folds,fold,accuracy,precision,recall,f1
breast_cancer,1,5,5,euclidean,majority,5,1,0.7090909090909091,0.5,0.1875,0.2727272727272727
breast_cancer,1,5,5,euclidean,majority,5,2,0.7592592592592593,0.6666666666666666,0.375,0.4800000000000001
breast_cancer,1,5,5,euclidean,majority,5,3,0.7222222222222222,0.5714285714285714,0.25,0.34782608695652173
breast_cancer,1,5,5,euclidean,majority,5,4,0.6481481481481481,0.2857142857142857,0.125,0.17391304347826086
breast_cancer,1,sqrt(n),14,euclidean,majority,5,0,0.7090909090909091,0.5555555555555556,0.29411764705882354,0.3846153846153846
breast_cancer,1,sqrt(n),14,euclidean,majority,5,1,0.7454545454545455,0.75,0.1875,0.3
breast_cancer,1,sqrt(n),14,euclidean,majority,5,2,0.7592592592592593,1.0,0.1875,0.3157894736842105
breast_cancer,1,sqrt(n),14,euclidean,majority,5,3,0.7407407407407407,0.6666666666666666,0.25,0.36363636363636365
breast_cancer,1,sqrt(n),14,euclidean,majority,5,4,0.7037037037037037,0.5,0.0625,0.1111111111111111
breast_cancer,1,n,217,euclidean,majority,5,0,0.6909090909090909,0.0,0.0,0.0
breast_cancer,1,n,217,euclidean,majority,5,1,0.7090909090909091,0.0,0.0,0.0
breast_cancer,1,n,217,euclidean,majority,5,2,0.7037037037037037,0.0,0.0,0.0
breast_cancer,1,n,217,euclidean,majority,5,3,0.7037037037037037,0.0,0.0,0.0
breast_cancer,1,n,217,euclidean,majority,5,4,0.7037037037037037,0.0,0.0,0.0
breast_cancer,1,n,217,euclidean,averaged_inverse_square,5,0,0.6181818181818182,0.4230769230769231,0.6470588235294118,0.5116279069767442
breast_cancer,1,n,217,euclidean,averaged_inverse_square,5,1,0.5818181818181818,0.3157894736842105,0.375,0.34285714285714286
breast_cancer,1,n,217,euclidean,averaged_inverse_square,5,2,0.7407407407407407,0.5833333333333334,0.4375,0.5
breast_cancer,1,n,217,euclidean,averaged_inverse_square,5,3,0.6481481481481481,0.4,0.375,0.38709677419354843
breast_cancer,1,n,217,euclidean,averaged_inverse_square,5,4,0.6296296296296297,0.3333333333333333,0.25,0.28571428571428575
breast_cancer,2,5,5,euclidean,majority,5,0,0.5636363636363636,0.18181818181818182,0.11764705882352941,0.14285714285714285
breast_cancer,2,5,5,euclidean,majority,5,1,0.7090909090909091,0.5,0.1875,0.2727272727272727
breast_cancer,2,5,5,euclidean,majority,5,2,0.8148148148148148,1.0,0.375,0.5454545454545454
breast_cancer,2,5,5,euclidean,majority,5,3,0.7037037037037037,0.5,0.25,0.3333333333333333
breast_cancer,2,5,5,euclidean,majority,5,4,0.7222222222222222,0.5454545454545454,0.375,0.4444444444444444
breast_cancer,2,sqrt(n),14,euclidean,majority,5,0,0.7272727272727273,0.6666666666666666,0.23529411764705882,0.3478260869565218
breast_cancer,2,sqrt(n),14,euclidean,majority,5,1,0.7090909090909091,0.5,0.125,0.2
breast_cancer,2,sqrt(n),14,euclidean,majority,5,2,0.7962962962962963,1.0,0.3125,0.47619047619047616
breast_cancer,2,sqrt(n),14,euclidean,majority,5,3,0.7592592592592593,0.8,0.25,0.38095238095238093
breast_cancer,2,sqrt(n),14,euclidean,majority,5,4,0.7222222222222222,0.5555555555555556,0.3125,0.39999999999999997
breast_cancer,2,n,217,euclidean,majority,5,0,0.6909090909090909,0.0,0.0,0.0
breast_cancer,2,n,217,euclidean,majority,5,1,0.7090909090909091,0.0,0.0,0.0
breast_cancer,2,n,217,euclidean,majority,5,2,0.7037037037037037,0.0,0.0,0.0
breast_cancer,2,n,217,euclidean,majority,5,3,0.7037037037037037,0.0,0.0,0.0
breast_cancer,2,n,217,euclidean,majority,5,4,0.7037037037037037,0.0,0.0,0.0
breast_cancer,2,n,217,euclidean,averaged_inverse_square,5,0,0.6363636363636364,0.43478260869565216,0.5882352941176471,0.5
breast_cancer,2,n,217,euclidean,averaged_inverse_square,5,1,0.6181818181818182,0.3333333333333333,0.3125,0.3225806451612903
breast_cancer,2,n,217,euclidean,averaged_inverse_square,5,2,0.7037037037037037,0.5,0.4375,0.4666666666666667
breast_cancer,2,n,217,euclidean,averaged_inverse_square,5,3,0.6481481481481481,0.38461538461538464,0.3125,0.3448275862068966
breast_cancer,2,n,217,euclidean,averaged_inverse_square,5,4,0.5370370370370371,0.30434782608695654,0.4375,0.358974358974359
breast_cancer,3,5,5,euclidean,majority,5,0,0.7272727272727273,0.625,0.29411764705882354,0.4
breast_cancer,3,5,5,euclidean,majority,5,1,0.7818181818181819,0.75,0.375,0.5
breast_cancer,3,5,5,euclidean,majority,5,2,0.7407407407407407,0.6,0.375,0.4615384615384615
breast_cancer,3,5,5,euclidean,majority,5,3,0.6851851851851852,0.4444444444444444,0.25,0.32
breast_cancer,3,5,5,euclidean,majority,5,4,0.6481481481481481,0.2857142857142857,0.125,0.17391304347826086
breast_cancer,3,sqrt(n),14,euclidean,majority,5,0,0.7272727272727273,0.6666666666666666,0.23529411764705882,0.3478260869565218
breast_cancer,3,sqrt(n),14,euclidean,majority,5,1,0.7818181818181819,1.0,0.25,0.4
breast_cancer,3,sqrt(n),14,euclidean,majority,5,2,0.7592592592592593,0.8,0.25,0.38095238095238093
breast_cancer,3,sqrt(n),14,euclidean,majority,5,3,0.7222222222222222,0.5555555555555556,0.3125,0.39999999999999997
breast_cancer,3,sqrt(n),14,euclidean,majority,5,4,0.7592592592592593,1.0,0.1875,0.3157894736842105
breast_cancer,3,n,217,euclidean,majority,5,0,0.6909090909090909,0.0,0.0,0.0
breast_cancer,3,n,217,euclidean,majority,5,1,0.7090909090909091,0.0,0.0,0.0
breast_cancer,3,n,217,euclidean,majority,5,2,0.7037037037037037,0.0,0.0,0.0
breast_cancer,3,n,217,euclidean,majority,5,3,0.7037037037037037,0.0,0.0,0.0
breast_cancer,3,n,217,euclidean,majority,5,4,0.7037037037037037,0.0,0.0,0.0
breast_cancer,3,n,217,euclidean,averaged_inverse_square,5,0,0.5636363636363636,0.36,0.5294117647058824,0.42857142857142855
breast_cancer,3,n,217,euclidean,averaged_inverse_square,5,1,0.6727272727272727,0.42857142857142855,0.375,0.39999999999999997
breast_cancer,3,n,217,euclidean,averaged_inverse_square,5,2,0.7222222222222222,0.5333333333333333,0.5,0.5161290322580646
breast_cancer,3,n,217,euclidean,averaged_inverse_square,5,3,0.6296296296296297,0.3888888888888889,0.4375,0.411764705882353
breast_cancer,3,n,217,euclidean,averaged_inverse_square,5,4,0.7037037037037037,0.5,0.375,0.42857142857142855
breast_cancer,4,5,5,euclidean,majority,5,0,0.7818181818181819,0.6923076923076923,0.5294117647058824,0.5999999999999999
breast_cancer,4,5,5,euclidean,majority,5,1,0.6545454545454545,0.2857142857142857,0.125,0.17391304347826086
breast_cancer,4,5,5,euclidean,majority,5,2,0.6851851851851852,0.4444444444444444,0.25,0.32
breast_cancer,4,5,5,euclidean,majority,5,3,0.7592592592592593,0.6666666666666666,0.375,0.4800000000000001
breast_cancer,4,5,5,euclidean,majority,5,4,0.7592592592592593,0.7142857142857143,0.3125,0.43478260869565216
breast_cancer,4,sqrt(n),14,euclidean,majority,5,0,0.6909090909090909,0.5,0.23529411764705882,0.31999999999999995
breast_cancer,4,sqrt(n),14,euclidean,majority,5,1,0.7636363636363637,1.0,0.1875,0.3157894736842105
breast_cancer,4,sqrt(n),14,euclidean,majority,5,2,0.7222222222222222,0.5714285714285714,0.25,0.34782608695652173
breast_cancer,4,sqrt(n),14,euclidean,majority,5,3,0.7222222222222222,0.5714285714285714,0.25,0.34782608695652173
breast_cancer,4,sqrt(n),14,euclidean,majority,5,4,0.7962962962962963,1.0,0.3125,0.47619047619047616
breast_cancer,4,n,217,euclidean,majority,5,0,0.6909090909090909,0.0,0.0,0.0
breast_cancer,4,n,217,euclidean,majority,5,1,0.7090909090909091,0.0,0.0,0.0
breast_cancer,4,n,217,euclidean,majority,5,2,0.7037037037037037,0.0,0.0,0.0
breast_cancer,4,n,217,euclidean,majority,5,3,0.7037037037037037,0.0,0.0,0.0
breast_cancer,4,n,217,euclidean,majority,5,4,0.7037037037037037,0.0,0.0,0.0
breast_cancer,4,n,217,euclidean,averaged_inverse_square,5,0,0.6,0.391304347826087,0.5294117647058824,0.45
breast_cancer,4,n,217,euclidean,averaged_inverse_square,5,1,0.6545454545454545,0.36363636363636365,0.25,0.2962962962962963
breast_cancer,4,n,217,euclidean,averaged_inverse_square,5,2,0.6111111111111112,0.35294117647058826,0.375,0.3636363636363636
breast_cancer,4,n,217,euclidean,averaged_inverse_square,5,3,0.5925925925925926,0.36363636363636365,0.5,0.4210526315789474
breast_cancer,4,n,217,euclidean,averaged_inverse_square,5,4,0.6481481481481481,0.38461538461538464,0.3125,0.3448275862068966
